,Experiment,Model,Sample Size,SHAP Match %,Top Features
6743,Cyber Security,Gradient Boosting,100,100.0,"Company Size: 2133.8209, Business Interruption Cost: 215.8595, Industry Risk: 173.6049, Data Sensitivity: 54.9927, Security Score: 21.9288"
6744,Cyber Security,ExtraTrees,500,60.0,"Company Size: 2248.3754, Data Sensitivity: 130.1956, Business Interruption Cost: 64.0805, Geographic Location: 39.1758, Compliance Standard: 31.8675"
6745,Cyber Security,HistGradientBoosting,100,80.0,"Company Size: 1655.4874, Industry Risk: 555.0843, Business Interruption Cost: 407.8556, Previous Cyber Incidents: 346.7221, Security Score: 306.1203"
6746,Cyber Security,XGBoost,100,80.0,"Company Size: 2861.9392, Types of Data Stored: 108.1665, Business Interruption Cost: 59.2895, Data Sensitivity: 43.9025, Industry Risk: 42.8989"
6747,Cyber Security,Gradient Boosting,100,80.0,"Company Size: 1371.9361, Data Sensitivity: 61.1347, Business Interruption Cost: 45.0670, Security Score: 28.2851, Compliance Standard: 22.0518"
6748,Cyber Security,Gradient Boosting,100,80.0,"Company Size: 2029.1409, Security Score: 114.1492, Previous Cyber Incidents: 79.2690, Business Interruption Cost: 52.2756, Industry Risk: 29.6550"
6749,Cyber Security,CatBoost,100,40.0,"Company Size: 1331.8350, Data Sensitivity: 158.7298, Compliance Standard: 95.0807, Geographic Location: 93.6824, Types of Data Stored: 81.7368"
6750,Cyber Security,Ridge,1000,100.0,"Company Size: 1996.6167, Data Sensitivity: 223.6784, Business Interruption Cost: 222.3930, Security Score: 90.3492, Industry Risk: 70.9073"
6751,Cyber Security,MLPRegressor,1000,80.0,"Company Size: 1387.5823, Business Interruption Cost: 817.0281, Security Score: 46.7197, Previous Cyber Incidents: 6.1930, Data Sensitivity: 5.5492"
6752,Cyber Security,ExtraTrees,2000,80.0,"Company Size: 1895.4775, Data Sensitivity: 121.7757, Business Interruption Cost: 100.7372, Geographic Location: 44.0119, Security Score: 32.2806"
6753,Cyber Security,ElasticNet,500,80.0,"Company Size: 1971.0794, Business Interruption Cost: 182.3915, Security Score: 132.8435, Data Sensitivity: 88.1337, Geographic Location: 60.6499"
6754,Cyber Security,MLPRegressor,2000,80.0,"Company Size: 1249.2892, Business Interruption Cost: 636.1229, Security Score: 111.0622, Previous Cyber Incidents: 14.0577, Data Sensitivity: 13.5169"
6755,Cyber Security,Ridge,100,40.0,"Company Size: 2259.9085, Previous Cyber Incidents: 595.6424, Industry Risk: 473.8735, Geographic Location: 448.5477, Compliance Standard: 388.7892"
6756,Cyber Security,MLPRegressor,100,60.0,"Business Interruption Cost: 1328.8072, Company Size: 227.8142, Security Score: 0.3388, Types of Data Stored: 0.3003, Geographic Location: 0.1077"
6757,Cyber Security,MLPRegressor,500,80.0,"Company Size: 1160.5228, Business Interruption Cost: 1066.7331, Security Score: 82.8657, Previous Cyber Incidents: 9.7891, Data Sensitivity: 8.6658"
6758,Cyber Security,CatBoost,2000,100.0,"Company Size: 1870.3054, Business Interruption Cost: 209.1115, Data Sensitivity: 123.4155, Industry Risk: 53.4676, Security Score: 36.2055"
6759,Cyber Security,Gradient Boosting,100,80.0,"Company Size: 2428.3547, Security Score: 203.9257, Types of Data Stored: 160.4796, Industry Risk: 71.8724, Business Interruption Cost: 56.8204"
6760,Cyber Security,Gradient Boosting,1000,80.0,"Company Size: 2043.0385, Business Interruption Cost: 155.3916, Data Sensitivity: 155.3562, Industry Risk: 38.9398, Geographic Location: 33.9646"
6761,Cyber Security,Ridge,100,40.0,"Company Size: 2019.0705, Compliance Standard: 292.7256, Data Sensitivity: 269.6678, Previous Cyber Incidents: 230.0745, Types of Data Stored: 127.8362"
6762,Cyber Security,Random Forest,1000,100.0,"Company Size: 2022.7182, Business Interruption Cost: 124.3170, Data Sensitivity: 96.0653, Security Score: 19.6933, Industry Risk: 19.0359"
6763,Cyber Security,XGBoost,1000,80.0,"Company Size: 1782.5699, Business Interruption Cost: 153.8024, Data Sensitivity: 107.6188, Security Score: 49.9277, Types of Data Stored: 40.2344"
6764,Cyber Security,Ridge,1000,60.0,"Company Size: 1749.8205, Business Interruption Cost: 319.2173, Data Sensitivity: 162.4733, Previous Cyber Incidents: 111.9708, Geographic Location: 102.7052"
6765,Cyber Security,XGBoost,500,60.0,"Company Size: 1929.8372, Business Interruption Cost: 123.6037, Data Sensitivity: 74.7489, Previous Cyber Incidents: 68.7857, Compliance Standard: 52.7219"
6766,Cyber Security,Ridge,1000,80.0,"Company Size: 1940.7525, Data Sensitivity: 206.8168, Business Interruption Cost: 193.3392, Security Score: 117.3695, Previous Cyber Incidents: 74.7274"
6767,Cyber Security,Gradient Boosting,2000,100.0,"Company Size: 2069.3969, Business Interruption Cost: 175.1933, Data Sensitivity: 156.2094, Security Score: 55.2252, Industry Risk: 39.7733"
6768,Cyber Security,ElasticNet,100,80.0,"Company Size: 1540.7073, Business Interruption Cost: 482.0127, Data Sensitivity: 405.1367, Industry Risk: 323.4794, Previous Cyber Incidents: 254.0924"
6769,Cyber Security,Random Forest,2000,100.0,"Company Size: 2185.4588, Business Interruption Cost: 189.1934, Security Score: 94.1873, Data Sensitivity: 92.3841, Industry Risk: 26.7468"
6770,Cyber Security,CatBoost,1000,100.0,"Company Size: 1778.1249, Business Interruption Cost: 155.9337, Data Sensitivity: 128.7540, Security Score: 62.3256, Industry Risk: 47.8072"
6771,Cyber Security,Random Forest,2000,100.0,"Company Size: 1707.6124, Data Sensitivity: 92.9847, Business Interruption Cost: 83.4909, Security Score: 32.6584, Industry Risk: 18.8317"
6772,Cyber Security,MLPRegressor,500,80.0,"Company Size: 1062.8365, Business Interruption Cost: 974.2942, Security Score: 33.3816, Previous Cyber Incidents: 4.6652, Data Sensitivity: 3.9759"
6773,Cyber Security,Ridge,100,40.0,"Company Size: 1972.9201, Business Interruption Cost: 699.7570, Compliance Standard: 590.7762, Types of Data Stored: 321.4865, Geographic Location: 232.4130"
6774,Cyber Security,Ridge,100,60.0,"Company Size: 1826.1694, Previous Cyber Incidents: 456.8769, Compliance Standard: 316.8159, Security Score: 243.3222, Business Interruption Cost: 193.9650"
6775,Cyber Security,MLPRegressor,2000,80.0,"Company Size: 1275.6199, Business Interruption Cost: 936.9607, Security Score: 96.7647, Data Sensitivity: 14.9515, Previous Cyber Incidents: 13.0290"
6776,Cyber Security,Random Forest,100,80.0,"Company Size: 2586.9811, Industry Risk: 78.5952, Data Sensitivity: 58.4404, Compliance Standard: 51.4184, Business Interruption Cost: 28.6230"
6777,Cyber Security,Gradient Boosting,1000,80.0,"Company Size: 1734.1127, Data Sensitivity: 137.5271, Business Interruption Cost: 94.6471, Industry Risk: 34.4070, Types of Data Stored: 31.8085"
6778,Cyber Security,CatBoost,1000,80.0,"Company Size: 1724.9350, Business Interruption Cost: 138.5913, Data Sensitivity: 62.6016, Security Score: 43.9423, Previous Cyber Incidents: 37.1249"
6779,Cyber Security,ElasticNet,1000,80.0,"Company Size: 1679.4205, Business Interruption Cost: 299.3501, Data Sensitivity: 218.8959, Security Score: 72.5836, Previous Cyber Incidents: 50.4024"
6780,Cyber Security,ElasticNet,2000,80.0,"Company Size: 1945.3385, Business Interruption Cost: 207.3286, Data Sensitivity: 154.5501, Security Score: 124.5803, Compliance Standard: 46.4924"
6781,Cyber Security,HistGradientBoosting,1000,100.0,"Company Size: 1901.4296, Business Interruption Cost: 189.3076, Data Sensitivity: 138.2689, Security Score: 74.8952, Industry Risk: 30.3541"
6782,Cyber Security,Random Forest,1000,100.0,"Company Size: 1971.7348, Business Interruption Cost: 201.1448, Data Sensitivity: 72.6435, Security Score: 54.7122, Industry Risk: 14.3552"
6783,Cyber Security,Ridge,2000,100.0,"Company Size: 1755.4550, Business Interruption Cost: 209.4685, Data Sensitivity: 171.6195, Security Score: 79.8474, Industry Risk: 58.6781"
6784,Cyber Security,Ridge,2000,80.0,"Company Size: 1922.2053, Business Interruption Cost: 153.1583, Data Sensitivity: 112.0046, Security Score: 59.3800, Compliance Standard: 30.7088"
6785,Cyber Security,CatBoost,100,60.0,"Company Size: 1570.0550, Data Sensitivity: 170.8227, Industry Risk: 126.0318, Compliance Standard: 91.1467, Types of Data Stored: 62.9736"
6786,Cyber Security,HistGradientBoosting,1000,100.0,"Company Size: 1943.2816, Business Interruption Cost: 159.9385, Data Sensitivity: 120.7313, Security Score: 65.1671, Industry Risk: 46.2895"
6787,Cyber Security,ElasticNet,2000,80.0,"Company Size: 1846.5782, Business Interruption Cost: 221.1920, Data Sensitivity: 140.8097, Security Score: 81.9793, Geographic Location: 60.5690"
6788,Cyber Security,CatBoost,500,60.0,"Company Size: 1909.4223, Business Interruption Cost: 126.1753, Data Sensitivity: 98.5341, Geographic Location: 50.9218, Previous Cyber Incidents: 41.6797"
6789,Cyber Security,CatBoost,2000,100.0,"Company Size: 1910.8345, Business Interruption Cost: 181.8576, Data Sensitivity: 155.7428, Security Score: 70.9531, Industry Risk: 37.7426"
6790,Cyber Security,ElasticNet,1000,100.0,"Company Size: 1926.4297, Business Interruption Cost: 207.8491, Security Score: 155.8629, Industry Risk: 93.2462, Data Sensitivity: 71.4421"
6791,Cyber Security,ExtraTrees,1000,60.0,"Company Size: 1899.3714, Business Interruption Cost: 112.5050, Data Sensitivity: 63.4064, Compliance Standard: 27.3503, Geographic Location: 24.5341"
6792,Cyber Security,Random Forest,2000,80.0,"Company Size: 2040.2604, Business Interruption Cost: 135.1772, Security Score: 72.7125, Data Sensitivity: 70.3114, Previous Cyber Incidents: 15.2227"
6793,Cyber Security,Random Forest,500,80.0,"Company Size: 1662.0678, Business Interruption Cost: 104.7014, Data Sensitivity: 57.4606, Previous Cyber Incidents: 24.9819, Security Score: 22.3492"
6794,Cyber Security,ElasticNet,500,80.0,"Company Size: 1776.6292, Business Interruption Cost: 177.9900, Data Sensitivity: 98.7597, Industry Risk: 91.6287, Compliance Standard: 67.7815"
6795,Cyber Security,ElasticNet,1000,60.0,"Company Size: 1588.5373, Business Interruption Cost: 152.4909, Security Score: 98.7374, Compliance Standard: 69.1716, Previous Cyber Incidents: 61.5450"
6796,Cyber Security,Gradient Boosting,1000,100.0,"Company Size: 1874.1840, Business Interruption Cost: 118.2036, Data Sensitivity: 77.1755, Security Score: 47.5135, Industry Risk: 26.2851"
6797,Cyber Security,ElasticNet,500,80.0,"Company Size: 1652.8454, Data Sensitivity: 178.6486, Security Score: 78.8744, Industry Risk: 76.8166, Compliance Standard: 55.6560"
6798,Cyber Security,XGBoost,2000,80.0,"Company Size: 2084.8489, Business Interruption Cost: 172.3812, Data Sensitivity: 123.4261, Security Score: 67.1390, Types of Data Stored: 38.1889"
6799,Cyber Security,Ridge,500,80.0,"Company Size: 1653.5755, Data Sensitivity: 190.8642, Industry Risk: 98.6959, Security Score: 81.9449, Compliance Standard: 68.4053"
6800,Cyber Security,MLPRegressor,500,80.0,"Company Size: 1421.7717, Business Interruption Cost: 903.1462, Security Score: 81.3712, Previous Cyber Incidents: 9.1587, Data Sensitivity: 8.4927"
6801,Cyber Security,ElasticNet,1000,80.0,"Company Size: 1782.3807, Business Interruption Cost: 269.0446, Data Sensitivity: 202.6337, Types of Data Stored: 72.0367, Industry Risk: 23.7715"
6802,Cyber Security,CatBoost,100,60.0,"Company Size: 696.0299, Data Sensitivity: 124.0754, Compliance Standard: 78.3427, Business Interruption Cost: 53.3113, Types of Data Stored: 34.9831"
6803,Cyber Security,ElasticNet,100,40.0,"Company Size: 1559.1424, Compliance Standard: 157.3898, Types of Data Stored: 150.0789, Business Interruption Cost: 105.0703, Previous Cyber Incidents: 90.4463"
6804,Cyber Security,ExtraTrees,1000,60.0,"Company Size: 1640.7470, Business Interruption Cost: 122.9080, Data Sensitivity: 65.7706, Previous Cyber Incidents: 32.2973, Compliance Standard: 17.1133"
6805,Cyber Security,ExtraTrees,500,60.0,"Company Size: 1668.4650, Business Interruption Cost: 81.6756, Data Sensitivity: 62.0419, Types of Data Stored: 34.3537, Geographic Location: 30.3047"
6806,Cyber Security,Gradient Boosting,100,60.0,"Company Size: 2469.9925, Previous Cyber Incidents: 147.6959, Geographic Location: 111.9144, Industry Risk: 70.7941, Data Sensitivity: 50.6658"
6807,Cyber Security,MLPRegressor,1000,80.0,"Business Interruption Cost: 804.0632, Company Size: 709.4496, Security Score: 23.5659, Previous Cyber Incidents: 2.8022, Data Sensitivity: 2.1346"
6808,Cyber Security,Gradient Boosting,2000,100.0,"Company Size: 1825.2866, Business Interruption Cost: 141.4675, Data Sensitivity: 94.2451, Security Score: 72.9690, Industry Risk: 32.8437"
6809,Cyber Security,Random Forest,1000,100.0,"Company Size: 1913.2891, Business Interruption Cost: 130.2626, Security Score: 112.5458, Data Sensitivity: 62.6747, Industry Risk: 28.0700"
6810,Cyber Security,Ridge,1000,60.0,"Company Size: 2111.7585, Business Interruption Cost: 204.9986, Geographic Location: 143.6109, Data Sensitivity: 100.0873, Previous Cyber Incidents: 77.7671"
6811,Cyber Security,Gradient Boosting,2000,80.0,"Company Size: 2081.1157, Business Interruption Cost: 166.6655, Data Sensitivity: 118.0988, Security Score: 68.4356, Types of Data Stored: 32.0270"
6812,Cyber Security,XGBoost,1000,80.0,"Company Size: 1862.9100, Business Interruption Cost: 145.3600, Data Sensitivity: 133.9416, Security Score: 89.0797, Geographic Location: 15.4656"
6813,Cyber Security,ElasticNet,500,60.0,"Company Size: 1873.7980, Business Interruption Cost: 215.5351, Data Sensitivity: 202.0577, Compliance Standard: 165.5734, Previous Cyber Incidents: 113.0500"
6814,Cyber Security,ElasticNet,500,60.0,"Company Size: 1883.9545, Previous Cyber Incidents: 96.1852, Types of Data Stored: 71.8508, Data Sensitivity: 68.1834, Business Interruption Cost: 58.3524"
6815,Cyber Security,HistGradientBoosting,100,80.0,"Company Size: 1985.1551, Business Interruption Cost: 539.8497, Industry Risk: 350.5462, Previous Cyber Incidents: 143.9553, Security Score: 135.3769"
6816,Cyber Security,XGBoost,500,80.0,"Company Size: 1711.0400, Data Sensitivity: 155.6980, Security Score: 94.3962, Business Interruption Cost: 72.6870, Geographic Location: 53.4751"
6817,Cyber Security,Gradient Boosting,100,60.0,"Company Size: 1496.0600, Business Interruption Cost: 76.6054, Types of Data Stored: 36.2753, Geographic Location: 34.3020, Data Sensitivity: 31.2790"
6818,Cyber Security,CatBoost,100,80.0,"Company Size: 1023.6630, Industry Risk: 164.1135, Data Sensitivity: 85.0382, Security Score: 69.6029, Geographic Location: 56.8302"
6819,Cyber Security,Gradient Boosting,100,80.0,"Company Size: 1991.2219, Security Score: 103.9586, Business Interruption Cost: 51.8995, Compliance Standard: 39.1697, Industry Risk: 26.3189"
6820,Cyber Security,ExtraTrees,1000,60.0,"Company Size: 1834.5326, Business Interruption Cost: 125.6825, Data Sensitivity: 65.9240, Previous Cyber Incidents: 39.0303, Compliance Standard: 22.4751"
6821,Cyber Security,ExtraTrees,2000,80.0,"Company Size: 1909.2663, Business Interruption Cost: 132.5666, Data Sensitivity: 100.5266, Security Score: 61.4761, Compliance Standard: 15.2025"
6822,Cyber Security,MLPRegressor,1000,80.0,"Company Size: 1221.6170, Business Interruption Cost: 801.3896, Security Score: 60.6483, Previous Cyber Incidents: 9.9617, Data Sensitivity: 7.4204"
6823,Cyber Security,ExtraTrees,2000,100.0,"Company Size: 2005.1998, Data Sensitivity: 118.8729, Business Interruption Cost: 114.1077, Security Score: 85.2184, Industry Risk: 22.0609"
6824,Cyber Security,ExtraTrees,500,80.0,"Company Size: 2039.1783, Business Interruption Cost: 104.5775, Data Sensitivity: 66.7630, Security Score: 47.9933, Previous Cyber Incidents: 41.6234"
6825,Cyber Security,XGBoost,1000,100.0,"Company Size: 1971.2814, Business Interruption Cost: 126.6929, Data Sensitivity: 114.8034, Security Score: 84.6461, Industry Risk: 64.2074"
6826,Cyber Security,ElasticNet,100,60.0,"Company Size: 1532.4862, Industry Risk: 315.5143, Security Score: 257.8344, Geographic Location: 164.0817, Compliance Standard: 102.2657"
6827,Cyber Security,ExtraTrees,100,80.0,"Company Size: 1857.0942, Business Interruption Cost: 83.7467, Previous Cyber Incidents: 73.9523, Data Sensitivity: 61.9757, Security Score: 47.4350"
6828,Cyber Security,CatBoost,100,60.0,"Company Size: 1795.6427, Types of Data Stored: 73.1889, Security Score: 69.8548, Business Interruption Cost: 68.6464, Previous Cyber Incidents: 59.5093"
6829,Cyber Security,ExtraTrees,2000,80.0,"Company Size: 1996.6969, Business Interruption Cost: 128.9783, Data Sensitivity: 104.1564, Security Score: 28.1766, Geographic Location: 26.7857"
6830,Cyber Security,Ridge,2000,80.0,"Company Size: 1818.1619, Business Interruption Cost: 159.4147, Data Sensitivity: 147.5763, Previous Cyber Incidents: 44.5919, Industry Risk: 39.7106"
6831,Cyber Security,ExtraTrees,1000,80.0,"Company Size: 1966.5365, Business Interruption Cost: 167.1561, Data Sensitivity: 92.0401, Industry Risk: 51.2417, Types of Data Stored: 20.0094"
6832,Cyber Security,ElasticNet,100,40.0,"Company Size: 1861.3714, Industry Risk: 270.6607, Previous Cyber Incidents: 200.0021, Types of Data Stored: 170.6845, Geographic Location: 156.3735"
6833,Cyber Security,Random Forest,1000,80.0,"Company Size: 1865.3597, Data Sensitivity: 155.1619, Business Interruption Cost: 108.2553, Security Score: 41.3721, Geographic Location: 25.7006"
6834,Cyber Security,CatBoost,2000,100.0,"Company Size: 1829.1796, Business Interruption Cost: 152.0598, Data Sensitivity: 104.3509, Security Score: 44.7531, Industry Risk: 22.6807"
6835,Cyber Security,XGBoost,500,80.0,"Company Size: 1687.8656, Business Interruption Cost: 128.3731, Security Score: 50.3610, Types of Data Stored: 48.2341, Data Sensitivity: 47.4512"
6836,Cyber Security,HistGradientBoosting,500,80.0,"Company Size: 1854.5815, Business Interruption Cost: 132.0566, Data Sensitivity: 86.9403, Geographic Location: 47.8889, Security Score: 37.1932"
6837,Cyber Security,CatBoost,2000,80.0,"Company Size: 1925.1682, Business Interruption Cost: 166.8140, Data Sensitivity: 103.4687, Security Score: 50.4816, Previous Cyber Incidents: 40.6642"
6838,Cyber Security,Gradient Boosting,100,80.0,"Company Size: 1915.6539, Geographic Location: 130.7845, Business Interruption Cost: 96.2559, Industry Risk: 16.2817, Data Sensitivity: 14.8478"
6839,Cyber Security,CatBoost,2000,100.0,"Company Size: 1813.6817, Data Sensitivity: 130.0815, Business Interruption Cost: 129.7652, Security Score: 36.0478, Industry Risk: 31.3189"
6840,Cyber Security,ElasticNet,100,80.0,"Company Size: 2246.2636, Business Interruption Cost: 392.5347, Data Sensitivity: 378.7071, Security Score: 350.3601, Types of Data Stored: 282.9627"
6841,Cyber Security,HistGradientBoosting,500,100.0,"Company Size: 2188.1891, Business Interruption Cost: 137.6663, Data Sensitivity: 125.1505, Security Score: 106.1416, Industry Risk: 50.7189"
6842,Cyber Security,Ridge,2000,60.0,"Company Size: 1802.0079, Data Sensitivity: 209.3468, Business Interruption Cost: 142.6260, Types of Data Stored: 55.0879, Previous Cyber Incidents: 43.5719"
6843,Cyber Security,ExtraTrees,500,80.0,"Company Size: 2229.2962, Data Sensitivity: 157.9537, Business Interruption Cost: 92.3156, Security Score: 64.8334, Types of Data Stored: 61.4289"
6844,Cyber Security,ElasticNet,100,80.0,"Company Size: 2197.2280, Data Sensitivity: 681.7856, Security Score: 466.5098, Types of Data Stored: 308.0434, Business Interruption Cost: 258.2272"
6845,Cyber Security,CatBoost,100,60.0,"Company Size: 1713.8225, Compliance Standard: 233.9013, Industry Risk: 107.8553, Previous Cyber Incidents: 100.2281, Data Sensitivity: 97.9326"
6846,Cyber Security,HistGradientBoosting,500,100.0,"Company Size: 1696.6584, Business Interruption Cost: 84.4391, Security Score: 58.6267, Industry Risk: 49.9391, Data Sensitivity: 29.6046"
6847,Cyber Security,CatBoost,100,80.0,"Company Size: 973.8506, Data Sensitivity: 70.7558, Industry Risk: 61.2161, Security Score: 49.9058, Geographic Location: 47.9047"
6848,Cyber Security,Random Forest,500,60.0,"Company Size: 1893.0865, Business Interruption Cost: 103.1550, Data Sensitivity: 71.7644, Previous Cyber Incidents: 28.3208, Compliance Standard: 27.2774"
6849,Cyber Security,Random Forest,1000,80.0,"Company Size: 2238.1565, Business Interruption Cost: 85.9452, Data Sensitivity: 85.6262, Previous Cyber Incidents: 36.5776, Security Score: 35.9857"
6850,Cyber Security,MLPRegressor,1000,80.0,"Company Size: 959.6111, Business Interruption Cost: 662.6561, Security Score: 76.0429, Data Sensitivity: 9.4750, Previous Cyber Incidents: 8.4280"
6851,Cyber Security,MLPRegressor,1000,80.0,"Company Size: 1095.0611, Business Interruption Cost: 939.7622, Security Score: 38.4658, Previous Cyber Incidents: 4.1776, Data Sensitivity: 3.4033"
6852,Cyber Security,CatBoost,500,60.0,"Company Size: 1786.0331, Data Sensitivity: 157.5210, Business Interruption Cost: 129.1084, Previous Cyber Incidents: 53.8846, Compliance Standard: 43.0894"
6853,Cyber Security,Random Forest,2000,100.0,"Company Size: 1866.1079, Business Interruption Cost: 103.0274, Data Sensitivity: 77.9329, Security Score: 41.6980, Industry Risk: 17.0456"
6854,Cyber Security,Ridge,100,60.0,"Company Size: 1741.8571, Data Sensitivity: 288.9526, Previous Cyber Incidents: 279.9092, Industry Risk: 205.7846, Geographic Location: 136.5265"
6855,Cyber Security,ElasticNet,500,60.0,"Company Size: 2221.1198, Business Interruption Cost: 334.1958, Types of Data Stored: 111.2413, Previous Cyber Incidents: 100.2721, Security Score: 95.4671"
6856,Cyber Security,CatBoost,100,60.0,"Company Size: 1108.3537, Business Interruption Cost: 178.4989, Geographic Location: 147.7185, Data Sensitivity: 97.2003, Compliance Standard: 51.3181"
6857,Cyber Security,Gradient Boosting,100,60.0,"Company Size: 2878.5056, Geographic Location: 263.2425, Data Sensitivity: 79.1924, Business Interruption Cost: 66.5302, Types of Data Stored: 46.5206"
6858,Cyber Security,ElasticNet,1000,100.0,"Company Size: 1893.5851, Business Interruption Cost: 181.3641, Data Sensitivity: 139.1198, Industry Risk: 40.6887, Security Score: 39.7376"
6859,Cyber Security,XGBoost,100,80.0,"Company Size: 1017.8641, Industry Risk: 45.4456, Data Sensitivity: 28.2570, Security Score: 12.9731, Previous Cyber Incidents: 12.1056"
6860,Cyber Security,ElasticNet,2000,60.0,"Company Size: 1724.3390, Business Interruption Cost: 225.0843, Data Sensitivity: 115.1219, Compliance Standard: 48.3061, Geographic Location: 33.6413"
6861,Cyber Security,HistGradientBoosting,2000,100.0,"Company Size: 2034.7480, Business Interruption Cost: 178.0921, Data Sensitivity: 106.8736, Security Score: 85.5567, Industry Risk: 32.4430"
6862,Cyber Security,HistGradientBoosting,2000,100.0,"Company Size: 2020.5339, Business Interruption Cost: 167.9611, Data Sensitivity: 162.0132, Security Score: 102.9164, Industry Risk: 42.4121"
6863,Cyber Security,Random Forest,2000,80.0,"Company Size: 2029.9113, Data Sensitivity: 114.4879, Business Interruption Cost: 100.8832, Security Score: 73.0923, Previous Cyber Incidents: 20.5551"
6864,Cyber Security,HistGradientBoosting,500,100.0,"Company Size: 2162.9982, Data Sensitivity: 126.9674, Business Interruption Cost: 123.5421, Security Score: 100.0455, Industry Risk: 29.1530"
6865,Cyber Security,HistGradientBoosting,500,80.0,"Company Size: 2077.3411, Data Sensitivity: 122.2454, Business Interruption Cost: 118.9809, Industry Risk: 80.1888, Previous Cyber Incidents: 45.6913"
6866,Cyber Security,CatBoost,100,60.0,"Company Size: 1583.3083, Previous Cyber Incidents: 145.9624, Compliance Standard: 131.6259, Business Interruption Cost: 130.7356, Data Sensitivity: 102.9014"
6867,Cyber Security,XGBoost,2000,80.0,"Company Size: 1809.4805, Business Interruption Cost: 154.9196, Data Sensitivity: 95.1405, Security Score: 30.5362, Compliance Standard: 27.3049"
6868,Cyber Security,ExtraTrees,1000,80.0,"Company Size: 1884.9615, Business Interruption Cost: 148.0295, Data Sensitivity: 87.2997, Previous Cyber Incidents: 25.7999, Security Score: 24.8022"
6869,Cyber Security,Random Forest,500,100.0,"Company Size: 1856.5640, Business Interruption Cost: 118.2386, Data Sensitivity: 41.0000, Industry Risk: 28.8022, Security Score: 19.7876"
6870,Cyber Security,Gradient Boosting,500,100.0,"Company Size: 2061.2128, Business Interruption Cost: 382.8886, Data Sensitivity: 72.6100, Security Score: 53.7346, Industry Risk: 43.3291"
6871,Cyber Security,CatBoost,500,60.0,"Company Size: 1956.6290, Business Interruption Cost: 109.3603, Data Sensitivity: 94.9245, Compliance Standard: 43.1038, Types of Data Stored: 39.2613"
6872,Cyber Security,XGBoost,1000,100.0,"Company Size: 2043.9680, Business Interruption Cost: 162.4726, Data Sensitivity: 84.0454, Security Score: 66.3493, Industry Risk: 43.2531"
6873,Cyber Security,Gradient Boosting,2000,100.0,"Company Size: 1671.8221, Business Interruption Cost: 178.8108, Data Sensitivity: 140.8531, Security Score: 50.6534, Industry Risk: 34.0287"
6874,Cyber Security,HistGradientBoosting,100,60.0,"Company Size: 1802.8928, Business Interruption Cost: 329.7582, Previous Cyber Incidents: 189.0968, Security Score: 162.0759, Geographic Location: 121.7844"
6875,Cyber Security,ExtraTrees,2000,80.0,"Company Size: 1905.9849, Business Interruption Cost: 117.4945, Data Sensitivity: 88.9396, Security Score: 52.1426, Types of Data Stored: 35.2808"
6876,Cyber Security,XGBoost,100,80.0,"Company Size: 1577.2188, Security Score: 135.9251, Data Sensitivity: 105.0895, Geographic Location: 36.6151, Business Interruption Cost: 21.0890"
6877,Cyber Security,HistGradientBoosting,2000,100.0,"Company Size: 1942.4128, Business Interruption Cost: 153.0646, Data Sensitivity: 109.8366, Security Score: 104.6600, Industry Risk: 33.4398"
6878,Cyber Security,Random Forest,100,80.0,"Company Size: 2628.5928, Industry Risk: 107.4406, Types of Data Stored: 70.2794, Data Sensitivity: 44.0351, Security Score: 19.6453"
6879,Cyber Security,Gradient Boosting,100,60.0,"Company Size: 2398.7834, Compliance Standard: 63.7583, Previous Cyber Incidents: 62.7224, Data Sensitivity: 61.4206, Business Interruption Cost: 36.7301"
6880,Cyber Security,Random Forest,1000,80.0,"Company Size: 1802.8226, Data Sensitivity: 61.1022, Business Interruption Cost: 55.9077, Security Score: 51.2479, Compliance Standard: 22.9668"
6881,Cyber Security,MLPRegressor,500,80.0,"Company Size: 860.9499, Business Interruption Cost: 671.2126, Security Score: 27.5860, Previous Cyber Incidents: 3.6312, Data Sensitivity: 2.7635"
6882,Cyber Security,ElasticNet,1000,80.0,"Company Size: 1590.1078, Data Sensitivity: 189.9195, Business Interruption Cost: 186.3860, Compliance Standard: 59.7162, Security Score: 52.8842"
6883,Cyber Security,ExtraTrees,500,80.0,"Company Size: 2025.9553, Data Sensitivity: 150.9572, Business Interruption Cost: 78.5872, Compliance Standard: 26.1165, Industry Risk: 25.4572"
6884,Cyber Security,ExtraTrees,2000,80.0,"Company Size: 2038.0205, Business Interruption Cost: 128.2949, Data Sensitivity: 115.9927, Security Score: 46.1570, Types of Data Stored: 19.7641"
6885,Cyber Security,ExtraTrees,1000,80.0,"Company Size: 1847.1211, Business Interruption Cost: 89.7278, Data Sensitivity: 86.9550, Security Score: 38.1042, Previous Cyber Incidents: 30.7848"
6886,Cyber Security,HistGradientBoosting,1000,100.0,"Company Size: 2188.7106, Business Interruption Cost: 141.0108, Data Sensitivity: 97.8901, Industry Risk: 53.0205, Security Score: 38.5959"
6887,Cyber Security,ExtraTrees,1000,80.0,"Company Size: 2095.3923, Business Interruption Cost: 129.6700, Data Sensitivity: 86.3284, Security Score: 40.2545, Previous Cyber Incidents: 26.7527"
6888,Cyber Security,Random Forest,2000,100.0,"Company Size: 1740.1688, Business Interruption Cost: 101.6680, Data Sensitivity: 100.5727, Security Score: 37.7264, Industry Risk: 24.5063"
