Age,Gender,Driving Experience (Years),Annual Mileage,Vehicle Type,Vehicle Age (Years),Number of Past Accidents,Location (Risk Area),Credit Score,Coverage Type,Deductible Amount,Gender Factor,Vehicle Type Factor,Coverage Type Factor,Combined Risk Factor,Expected Premium
65,Female,8,19645,Sedan,16,2,Suburban,401,Premium,250,1.2,1.6,1.3,1.0,1248.0
29,Male,28,20678,Truck,4,0,Suburban,771,Premium,100,1.5,1.3,1.3,1.2,1521.0
60,Male,4,10806,Truck,6,1,Urban,821,Standard,500,1.5,1.3,1.1,1.0,1072.5
39,Male,43,29849,Sedan,0,1,Suburban,452,Standard,100,1.5,1.6,1.1,1.0,1320.0
80,Male,35,5537,Truck,13,0,Suburban,355,Standard,1000,1.5,1.3,1.1,0.8,858.0
39,Female,60,19191,Convertible,14,2,Suburban,396,Premium,100,1.2,1.4,1.3,1.0,1092.0
34,Female,44,14148,SUV,0,0,Suburban,509,Basic,250,1.2,1.1,1.0,1.0,660.0
26,Male,58,9385,SUV,13,1,Rural,828,Premium,1000,1.5,1.1,1.3,1.2,1287.0000000000002
41,Female,51,24443,SUV,7,1,Rural,826,Premium,250,1.2,1.1,1.3,1.2,1029.6
57,Male,9,11078,SUV,7,0,Urban,424,Standard,500,1.5,1.1,1.1,1.0,907.5000000000002
66,Female,20,28489,SUV,17,2,Rural,527,Premium,100,1.2,1.1,1.3,1.0,858.0
39,Male,25,28131,Sedan,9,0,Rural,424,Premium,100,1.5,1.6,1.3,1.0,1560.0
18,Male,41,5179,Sedan,14,1,Rural,637,Premium,250,1.5,1.6,1.3,1.0,1560.0
55,Female,23,9912,Sedan,1,0,Suburban,620,Premium,100,1.2,1.6,1.3,1.0,1248.0
65,Male,61,17942,Truck,13,0,Urban,671,Basic,100,1.5,1.3,1.0,1.0,975.0
29,Male,29,14472,Truck,6,1,Urban,759,Premium,500,1.5,1.3,1.3,1.2,1521.0
53,Female,55,18594,Sedan,5,0,Suburban,622,Standard,250,1.2,1.6,1.1,1.0,1056.0
52,Male,6,18545,Truck,14,3,Rural,497,Premium,100,1.5,1.3,1.3,1.0,1267.5
44,Female,61,12541,Sedan,2,0,Urban,615,Basic,250,1.2,1.6,1.0,1.0,960.0
50,Male,56,22018,Sedan,11,0,Rural,404,Standard,250,1.5,1.6,1.1,1.0,1320.0
51,Male,54,28875,SUV,15,1,Rural,557,Standard,500,1.5,1.1,1.1,1.0,907.5000000000002
61,Female,7,9207,Convertible,10,1,Urban,683,Premium,250,1.2,1.4,1.3,1.0,1092.0
78,Male,58,20945,SUV,10,0,Suburban,591,Premium,250,1.5,1.1,1.3,1.0,1072.5000000000002
40,Female,15,15826,SUV,0,0,Suburban,711,Standard,250,1.2,1.1,1.1,1.0,726.0000000000001
37,Female,9,12309,SUV,14,0,Suburban,304,Standard,250,1.2,1.1,1.1,1.0,726.0000000000001
58,Female,16,20544,Sedan,20,2,Rural,707,Basic,500,1.2,1.6,1.0,1.0,960.0
56,Female,52,12908,Sedan,0,1,Urban,624,Standard,250,1.2,1.6,1.1,1.0,1056.0
71,Male,62,18604,Sedan,1,0,Rural,547,Premium,250,1.5,1.6,1.3,1.0,1560.0
58,Male,16,19685,Truck,16,0,Suburban,490,Standard,500,1.5,1.3,1.1,1.0,1072.5
74,Female,61,14070,Truck,9,1,Rural,320,Standard,250,1.2,1.3,1.1,1.0,858.0000000000001
79,Male,56,11019,Sedan,10,1,Suburban,698,Standard,100,1.5,1.6,1.1,1.0,1320.0
79,Male,61,24422,Truck,1,2,Rural,411,Standard,1000,1.5,1.3,1.1,0.8,858.0
75,Female,13,17711,Convertible,9,1,Suburban,821,Basic,250,1.2,1.4,1.0,1.0,840.0
20,Male,54,12292,Sedan,13,1,Suburban,445,Premium,500,1.5,1.6,1.3,1.0,1560.0
46,Male,46,6513,Truck,19,0,Suburban,740,Standard,1000,1.5,1.3,1.1,0.8,858.0
50,Male,4,5965,Truck,3,1,Suburban,560,Standard,1000,1.5,1.3,1.1,0.8,858.0
25,Male,51,14957,SUV,0,0,Rural,440,Standard,1000,1.5,1.1,1.1,1.0,907.5000000000002
79,Female,60,9992,Truck,19,0,Urban,723,Basic,100,1.2,1.3,1.0,1.0,780.0
33,Male,18,28748,Truck,17,0,Rural,342,Basic,1000,1.5,1.3,1.0,0.8,780.0
61,Female,32,25705,Truck,2,0,Urban,661,Standard,500,1.2,1.3,1.1,1.0,858.0000000000001
49,Male,51,12832,SUV,2,0,Urban,639,Standard,100,1.5,1.1,1.1,1.0,907.5000000000002
67,Female,1,17862,Convertible,2,0,Urban,802,Premium,250,1.2,1.4,1.3,1.2,1310.3999999999999
48,Male,36,12444,Convertible,3,0,Rural,686,Basic,1000,1.5,1.4,1.0,1.0,1050.0
62,Male,21,6763,Truck,15,0,Urban,402,Premium,250,1.5,1.3,1.3,1.0,1267.5
39,Male,21,17894,Sedan,10,0,Suburban,565,Basic,500,1.5,1.6,1.0,1.0,1200.0
35,Female,40,16575,SUV,1,1,Rural,367,Basic,1000,1.2,1.1,1.0,1.0,660.0
31,Male,29,10288,Convertible,11,1,Rural,594,Standard,500,1.5,1.4,1.1,1.0,1155.0
52,Female,27,7802,SUV,2,0,Urban,672,Standard,100,1.2,1.1,1.1,1.0,726.0000000000001
66,Male,60,15716,SUV,18,0,Suburban,634,Basic,250,1.5,1.1,1.0,1.0,825.0000000000001
45,Female,11,10912,SUV,19,0,Suburban,787,Standard,100,1.2,1.1,1.1,1.0,726.0000000000001
26,Female,46,17032,Truck,18,0,Suburban,672,Premium,500,1.2,1.3,1.3,1.0,1014.0
54,Female,6,20853,Convertible,4,1,Rural,622,Premium,100,1.2,1.4,1.3,1.0,1092.0
38,Male,33,20707,Truck,3,0,Suburban,705,Standard,500,1.5,1.3,1.1,1.0,1072.5
54,Female,1,25229,Truck,5,1,Suburban,363,Standard,100,1.2,1.3,1.1,1.0,858.0000000000001
44,Female,49,24662,Truck,8,0,Urban,428,Basic,1000,1.2,1.3,1.0,0.8,624.0
73,Male,30,28557,Sedan,15,0,Suburban,301,Standard,500,1.5,1.6,1.1,1.0,1320.0
55,Male,12,7569,Convertible,3,0,Suburban,363,Basic,1000,1.5,1.4,1.0,1.0,1050.0
68,Male,40,14857,Sedan,6,3,Suburban,678,Premium,1000,1.5,1.6,1.3,1.0,1560.0
62,Female,14,20960,Convertible,4,0,Urban,494,Premium,1000,1.2,1.4,1.3,1.0,1092.0
52,Male,44,8331,Truck,19,0,Suburban,702,Premium,250,1.5,1.3,1.3,1.2,1521.0
28,Female,34,27969,Truck,16,1,Urban,463,Standard,500,1.2,1.3,1.1,1.0,858.0000000000001
49,Female,62,16299,Truck,19,0,Rural,351,Premium,250,1.2,1.3,1.3,1.0,1014.0
38,Male,1,9570,Sedan,4,0,Rural,425,Basic,500,1.5,1.6,1.0,1.0,1200.0
33,Female,61,20643,Convertible,1,1,Urban,754,Premium,1000,1.2,1.4,1.3,1.2,1310.3999999999999
61,Female,4,27925,Truck,14,0,Suburban,472,Basic,100,1.2,1.3,1.0,1.0,780.0
63,Female,34,9154,Convertible,5,1,Rural,785,Basic,250,1.2,1.4,1.0,1.0,840.0
75,Female,5,28363,Truck,3,0,Rural,355,Basic,100,1.2,1.3,1.0,1.0,780.0
60,Male,62,27494,Sedan,16,1,Urban,481,Premium,500,1.5,1.6,1.3,1.0,1560.0
41,Female,50,9769,SUV,3,0,Rural,390,Basic,250,1.2,1.1,1.0,1.0,660.0
78,Male,38,19124,Sedan,4,0,Urban,619,Premium,1000,1.5,1.6,1.3,1.0,1560.0
64,Female,41,24809,SUV,16,1,Suburban,503,Premium,250,1.2,1.1,1.3,1.0,858.0
29,Female,51,12638,Convertible,0,0,Rural,597,Standard,100,1.2,1.4,1.1,1.0,924.0000000000001
39,Female,22,15249,Convertible,8,0,Rural,500,Premium,500,1.2,1.4,1.3,1.0,1092.0
28,Female,52,14316,Convertible,4,0,Urban,657,Premium,250,1.2,1.4,1.3,1.0,1092.0
19,Female,24,6631,Sedan,15,0,Urban,517,Standard,250,1.2,1.6,1.1,1.0,1056.0
21,Female,37,16893,Sedan,4,0,Urban,478,Basic,1000,1.2,1.6,1.0,1.0,960.0
69,Male,52,20389,Truck,17,0,Suburban,606,Premium,500,1.5,1.3,1.3,1.0,1267.5
75,Female,27,12825,Convertible,5,0,Rural,359,Standard,1000,1.2,1.4,1.1,1.0,924.0000000000001
54,Female,26,5387,SUV,12,2,Rural,648,Basic,500,1.2,1.1,1.0,1.0,660.0
67,Female,40,16466,SUV,9,0,Urban,319,Premium,100,1.2,1.1,1.3,1.0,858.0
51,Female,61,8853,Convertible,2,3,Rural,338,Basic,500,1.2,1.4,1.0,1.0,840.0
78,Female,19,7212,Sedan,12,0,Rural,529,Standard,250,1.2,1.6,1.1,1.0,1056.0
22,Female,29,15594,Convertible,7,0,Rural,792,Standard,100,1.2,1.4,1.1,1.0,924.0000000000001
26,Female,28,12454,Truck,5,2,Urban,824,Premium,500,1.2,1.3,1.3,1.5,1521.0
21,Male,52,10605,Sedan,7,0,Suburban,383,Premium,500,1.5,1.6,1.3,1.0,1560.0
53,Female,20,20491,Convertible,4,0,Suburban,559,Basic,100,1.2,1.4,1.0,1.0,840.0
33,Female,38,19530,Convertible,0,0,Urban,357,Standard,1000,1.2,1.4,1.1,1.0,924.0000000000001
70,Male,30,28126,Sedan,11,1,Urban,793,Premium,100,1.5,1.6,1.3,1.2,1872.0
48,Male,3,9475,Sedan,16,1,Suburban,500,Premium,250,1.5,1.6,1.3,1.0,1560.0
58,Female,49,8354,Truck,2,0,Urban,830,Basic,100,1.2,1.3,1.0,1.0,780.0
35,Male,57,17007,Truck,2,0,Suburban,640,Basic,100,1.5,1.3,1.0,1.0,975.0
51,Male,19,25035,Truck,14,0,Urban,492,Standard,250,1.5,1.3,1.1,1.0,1072.5
36,Male,38,8983,Convertible,2,0,Urban,831,Premium,1000,1.5,1.4,1.3,1.2,1638.0
21,Female,2,24692,SUV,19,1,Rural,630,Standard,100,1.2,1.1,1.1,1.0,726.0000000000001
75,Female,28,16678,SUV,9,1,Urban,784,Premium,250,1.2,1.1,1.3,1.2,1029.6
39,Female,14,6045,Truck,15,1,Suburban,581,Standard,1000,1.2,1.3,1.1,0.8,686.4000000000001
74,Male,29,14075,Sedan,20,0,Urban,370,Basic,1000,1.5,1.6,1.0,1.0,1200.0
69,Male,11,27743,SUV,12,0,Suburban,699,Basic,500,1.5,1.1,1.0,1.0,825.0000000000001
70,Male,29,6695,Convertible,7,0,Urban,696,Standard,250,1.5,1.4,1.1,1.0,1155.0
63,Female,23,27602,Truck,0,0,Suburban,634,Standard,250,1.2,1.3,1.1,1.0,858.0000000000001
40,Female,25,23126,SUV,18,0,Suburban,758,Premium,100,1.2,1.1,1.3,1.2,1029.6
34,Female,20,18516,SUV,16,0,Urban,381,Standard,250,1.2,1.1,1.1,1.0,726.0000000000001
32,Male,36,16733,Truck,8,0,Suburban,847,Basic,100,1.5,1.3,1.0,1.0,975.0
43,Male,10,19644,Truck,13,0,Suburban,793,Basic,100,1.5,1.3,1.0,1.0,975.0
31,Male,41,29158,Convertible,16,0,Suburban,357,Standard,250,1.5,1.4,1.1,1.0,1155.0
21,Female,12,17572,Sedan,18,0,Rural,741,Standard,250,1.2,1.6,1.1,1.0,1056.0
43,Male,10,13143,Sedan,12,0,Rural,373,Standard,100,1.5,1.6,1.1,1.0,1320.0
76,Female,10,24030,Sedan,0,0,Urban,373,Basic,500,1.2,1.6,1.0,1.0,960.0
35,Female,8,12601,Sedan,16,1,Urban,693,Basic,500,1.2,1.6,1.0,1.0,960.0
30,Female,29,19481,Truck,6,0,Rural,774,Basic,500,1.2,1.3,1.0,1.0,780.0
47,Male,31,13110,Truck,17,1,Rural,538,Standard,500,1.5,1.3,1.1,1.0,1072.5
64,Male,19,26022,Convertible,17,0,Rural,464,Basic,1000,1.5,1.4,1.0,1.0,1050.0
63,Male,57,5536,SUV,19,0,Urban,784,Standard,250,1.5,1.1,1.1,1.0,907.5000000000002
43,Female,40,14307,SUV,11,0,Rural,634,Standard,500,1.2,1.1,1.1,1.0,726.0000000000001
23,Female,54,16900,Truck,3,2,Suburban,340,Standard,100,1.2,1.3,1.1,1.0,858.0000000000001
62,Female,52,12031,Sedan,1,0,Rural,405,Standard,250,1.2,1.6,1.1,1.0,1056.0
26,Female,47,12244,SUV,11,0,Suburban,625,Standard,100,1.2,1.1,1.1,1.0,726.0000000000001
64,Male,45,27905,Sedan,17,0,Rural,839,Standard,500,1.5,1.6,1.1,1.0,1320.0
75,Male,52,10736,Convertible,19,1,Urban,611,Standard,100,1.5,1.4,1.1,1.0,1155.0
66,Male,57,12383,Sedan,15,2,Rural,670,Basic,250,1.5,1.6,1.0,1.0,1200.0
76,Female,30,24265,Sedan,6,1,Rural,706,Premium,500,1.2,1.6,1.3,1.2,1497.6
18,Female,57,8929,Convertible,17,1,Suburban,725,Premium,500,1.2,1.4,1.3,1.2,1310.3999999999999
20,Male,44,22629,SUV,9,0,Urban,375,Premium,1000,1.5,1.1,1.3,1.0,1072.5000000000002
79,Male,15,29631,Sedan,12,0,Rural,812,Premium,1000,1.5,1.6,1.3,1.2,1872.0
27,Female,16,18630,Sedan,8,1,Rural,784,Premium,1000,1.2,1.6,1.3,1.2,1497.6
29,Female,48,11693,Truck,6,1,Rural,462,Standard,500,1.2,1.3,1.1,1.0,858.0000000000001
49,Male,0,18866,Truck,19,1,Suburban,761,Basic,250,1.5,1.3,1.0,1.0,975.0
40,Female,54,26893,SUV,3,0,Suburban,522,Premium,100,1.2,1.1,1.3,1.0,858.0
51,Female,13,24674,Convertible,18,0,Suburban,595,Basic,500,1.2,1.4,1.0,1.0,840.0
65,Male,55,14330,SUV,4,0,Urban,398,Basic,250,1.5,1.1,1.0,1.0,825.0000000000001
38,Female,33,13877,Convertible,15,0,Rural,447,Premium,250,1.2,1.4,1.3,1.0,1092.0
27,Male,56,12199,SUV,0,1,Urban,801,Premium,250,1.5,1.1,1.3,1.2,1287.0000000000002
40,Female,30,20554,Truck,18,3,Suburban,350,Basic,500,1.2,1.3,1.0,1.0,780.0
45,Male,7,10263,SUV,6,0,Urban,431,Standard,250,1.5,1.1,1.1,1.0,907.5000000000002
27,Male,18,21882,Sedan,15,0,Rural,784,Standard,500,1.5,1.6,1.1,1.0,1320.0
37,Male,60,6062,SUV,14,0,Suburban,415,Basic,250,1.5,1.1,1.0,1.0,825.0000000000001
41,Female,24,18159,Convertible,12,0,Rural,626,Basic,500,1.2,1.4,1.0,1.0,840.0
75,Female,11,22275,Truck,13,0,Urban,629,Premium,250,1.2,1.3,1.3,1.0,1014.0
73,Male,10,6424,Convertible,16,0,Urban,713,Premium,500,1.5,1.4,1.3,1.2,1638.0
70,Male,12,21193,Sedan,12,1,Suburban,731,Basic,100,1.5,1.6,1.0,1.0,1200.0
78,Female,35,8220,SUV,3,0,Rural,844,Basic,100,1.2,1.1,1.0,1.0,660.0
42,Female,10,15871,Truck,16,0,Urban,355,Standard,100,1.2,1.3,1.1,1.0,858.0000000000001
70,Female,23,13478,SUV,2,2,Rural,768,Basic,100,1.2,1.1,1.0,1.0,660.0
43,Female,1,24704,Sedan,11,1,Rural,327,Premium,500,1.2,1.6,1.3,1.0,1248.0
68,Female,37,17611,Truck,3,0,Rural,566,Premium,500,1.2,1.3,1.3,1.0,1014.0
24,Male,1,8325,Truck,2,1,Rural,614,Premium,100,1.5,1.3,1.3,1.0,1267.5
69,Female,49,24593,Sedan,8,0,Suburban,794,Standard,100,1.2,1.6,1.1,1.0,1056.0
53,Female,24,9514,Sedan,2,1,Suburban,493,Basic,500,1.2,1.6,1.0,1.0,960.0
34,Male,62,28110,Truck,12,0,Urban,558,Basic,250,1.5,1.3,1.0,1.0,975.0
49,Female,30,27002,Truck,0,0,Rural,557,Premium,1000,1.2,1.3,1.3,0.8,811.2
51,Male,6,5348,Truck,11,2,Urban,370,Standard,100,1.5,1.3,1.1,1.5,1608.75
23,Female,2,5191,SUV,20,1,Suburban,479,Premium,500,1.2,1.1,1.3,1.0,858.0
78,Female,41,19115,Sedan,7,2,Rural,305,Standard,500,1.2,1.6,1.1,1.0,1056.0
31,Male,43,10347,Truck,9,1,Suburban,454,Premium,500,1.5,1.3,1.3,1.0,1267.5
29,Male,40,21101,Sedan,11,1,Urban,474,Standard,250,1.5,1.6,1.1,1.0,1320.0
61,Male,9,12398,Convertible,9,0,Rural,742,Basic,500,1.5,1.4,1.0,1.0,1050.0
61,Male,3,5654,SUV,9,2,Suburban,670,Basic,250,1.5,1.1,1.0,1.0,825.0000000000001
23,Female,43,10265,Convertible,2,0,Suburban,515,Premium,100,1.2,1.4,1.3,1.0,1092.0
28,Male,20,24865,Sedan,17,0,Suburban,735,Basic,250,1.5,1.6,1.0,1.0,1200.0
36,Female,34,8295,Truck,0,0,Suburban,800,Premium,1000,1.2,1.3,1.3,1.2,1216.8
20,Female,15,26321,Sedan,8,0,Urban,794,Premium,1000,1.2,1.6,1.3,1.2,1497.6
80,Female,22,10767,Sedan,0,1,Urban,392,Premium,250,1.2,1.6,1.3,1.0,1248.0
73,Male,4,23988,Convertible,17,0,Urban,726,Basic,250,1.5,1.4,1.0,1.0,1050.0
34,Female,38,7068,Convertible,20,3,Urban,415,Basic,1000,1.2,1.4,1.0,1.5,1260.0
18,Male,26,15119,Truck,1,2,Rural,728,Basic,500,1.5,1.3,1.0,1.0,975.0
31,Male,13,9894,Truck,4,1,Urban,334,Basic,100,1.5,1.3,1.0,1.0,975.0
66,Male,28,13506,Truck,4,0,Rural,811,Standard,100,1.5,1.3,1.1,1.0,1072.5
40,Female,17,12549,Truck,1,0,Rural,722,Basic,500,1.2,1.3,1.0,1.0,780.0
51,Male,13,14794,Sedan,3,0,Urban,633,Premium,1000,1.5,1.6,1.3,1.0,1560.0
18,Male,51,25063,Convertible,11,1,Urban,449,Basic,1000,1.5,1.4,1.0,1.0,1050.0
60,Female,6,28717,SUV,19,0,Suburban,392,Premium,250,1.2,1.1,1.3,1.0,858.0
27,Male,59,6173,Convertible,17,1,Rural,392,Basic,100,1.5,1.4,1.0,1.0,1050.0
43,Male,32,26729,Sedan,19,1,Urban,410,Standard,100,1.5,1.6,1.1,1.0,1320.0
58,Female,4,19922,Sedan,1,0,Urban,787,Basic,100,1.2,1.6,1.0,1.0,960.0
75,Male,58,16092,Convertible,14,0,Urban,666,Standard,100,1.5,1.4,1.1,1.0,1155.0
76,Male,45,7198,Sedan,1,0,Suburban,492,Premium,500,1.5,1.6,1.3,1.0,1560.0
20,Male,35,24909,Truck,20,1,Suburban,810,Standard,250,1.5,1.3,1.1,1.0,1072.5
32,Male,22,25244,Sedan,5,2,Suburban,391,Standard,500,1.5,1.6,1.1,1.0,1320.0
72,Male,41,23383,Convertible,11,0,Rural,325,Premium,500,1.5,1.4,1.3,1.0,1365.0
76,Male,31,27585,Truck,20,1,Suburban,556,Premium,1000,1.5,1.3,1.3,0.8,1014.0
46,Male,23,25470,SUV,6,0,Urban,479,Basic,500,1.5,1.1,1.0,1.0,825.0000000000001
39,Male,45,21199,Sedan,14,0,Suburban,560,Basic,100,1.5,1.6,1.0,1.0,1200.0
20,Female,52,16601,Convertible,10,0,Rural,497,Premium,250,1.2,1.4,1.3,1.0,1092.0
40,Female,15,29435,Truck,17,0,Rural,638,Basic,250,1.2,1.3,1.0,1.0,780.0
79,Male,8,6902,Sedan,15,0,Rural,727,Premium,250,1.5,1.6,1.3,1.2,1872.0
26,Male,25,11792,Sedan,5,1,Rural,603,Standard,1000,1.5,1.6,1.1,1.0,1320.0
65,Male,57,9128,Convertible,6,0,Urban,502,Basic,1000,1.5,1.4,1.0,1.0,1050.0
34,Male,59,22883,SUV,9,0,Urban,429,Premium,1000,1.5,1.1,1.3,1.0,1072.5000000000002
53,Female,58,10816,Sedan,17,1,Suburban,405,Standard,500,1.2,1.6,1.1,1.0,1056.0
63,Male,38,8882,SUV,7,0,Rural,489,Premium,1000,1.5,1.1,1.3,1.0,1072.5000000000002
45,Male,17,12289,Truck,20,1,Suburban,371,Standard,100,1.5,1.3,1.1,1.0,1072.5
52,Male,36,19734,Truck,6,1,Urban,840,Standard,1000,1.5,1.3,1.1,0.8,858.0
75,Male,52,24709,Sedan,11,2,Suburban,335,Standard,250,1.5,1.6,1.1,1.0,1320.0
25,Female,2,17470,Convertible,1,0,Rural,672,Basic,100,1.2,1.4,1.0,1.0,840.0
47,Female,41,29977,SUV,15,1,Rural,626,Basic,500,1.2,1.1,1.0,1.0,660.0
28,Female,26,27222,Truck,2,3,Suburban,463,Standard,1000,1.2,1.3,1.1,0.8,686.4000000000001
47,Male,14,16677,Truck,5,0,Suburban,401,Premium,1000,1.5,1.3,1.3,0.8,1014.0
25,Male,2,6314,Truck,14,0,Rural,690,Standard,500,1.5,1.3,1.1,1.0,1072.5
66,Female,36,22232,SUV,2,0,Suburban,496,Premium,500,1.2,1.1,1.3,1.0,858.0
25,Male,29,10388,SUV,16,0,Rural,576,Basic,100,1.5,1.1,1.0,1.0,825.0000000000001
19,Female,34,29661,Sedan,18,0,Rural,303,Premium,500,1.2,1.6,1.3,1.0,1248.0
43,Male,38,19508,Truck,7,1,Urban,407,Basic,100,1.5,1.3,1.0,1.0,975.0
31,Male,7,19006,Sedan,10,0,Suburban,645,Standard,500,1.5,1.6,1.1,1.0,1320.0
31,Female,27,13716,Convertible,20,0,Rural,593,Standard,500,1.2,1.4,1.1,1.0,924.0000000000001
18,Male,17,25798,Convertible,19,0,Suburban,839,Basic,250,1.5,1.4,1.0,1.0,1050.0
59,Female,57,27104,SUV,14,1,Suburban,772,Standard,250,1.2,1.1,1.1,1.0,726.0000000000001
62,Male,47,15710,SUV,3,0,Urban,802,Premium,250,1.5,1.1,1.3,1.2,1287.0000000000002
37,Male,9,11673,Truck,4,0,Rural,550,Premium,100,1.5,1.3,1.3,1.0,1267.5
21,Female,28,27200,SUV,5,0,Suburban,662,Standard,500,1.2,1.1,1.1,1.0,726.0000000000001
75,Female,4,9243,Convertible,1,1,Suburban,458,Basic,1000,1.2,1.4,1.0,1.0,840.0
57,Male,11,16272,Convertible,9,1,Urban,382,Basic,1000,1.5,1.4,1.0,1.0,1050.0
71,Female,31,6673,Sedan,12,0,Suburban,376,Premium,100,1.2,1.6,1.3,1.0,1248.0
19,Male,36,8982,SUV,8,0,Rural,846,Premium,500,1.5,1.1,1.3,1.2,1287.0000000000002
35,Female,59,29553,Truck,15,0,Rural,586,Premium,500,1.2,1.3,1.3,1.0,1014.0
77,Male,38,18238,Sedan,18,0,Rural,553,Standard,1000,1.5,1.6,1.1,1.0,1320.0
72,Female,36,14162,Convertible,19,1,Urban,601,Basic,1000,1.2,1.4,1.0,1.0,840.0
52,Female,13,11125,SUV,7,0,Urban,703,Premium,250,1.2,1.1,1.3,1.2,1029.6
60,Female,54,20210,Sedan,19,0,Rural,509,Basic,100,1.2,1.6,1.0,1.0,960.0
23,Male,18,28246,SUV,4,0,Suburban,636,Standard,500,1.5,1.1,1.1,1.0,907.5000000000002
20,Male,29,14938,SUV,19,0,Urban,523,Standard,250,1.5,1.1,1.1,1.0,907.5000000000002
29,Female,1,12589,Convertible,1,2,Suburban,415,Premium,500,1.2,1.4,1.3,1.0,1092.0
61,Female,39,28327,Convertible,0,0,Suburban,382,Premium,1000,1.2,1.4,1.3,1.0,1092.0
23,Male,26,29577,Convertible,0,0,Urban,505,Standard,100,1.5,1.4,1.1,1.0,1155.0
28,Male,38,17319,Truck,3,0,Rural,328,Premium,250,1.5,1.3,1.3,1.0,1267.5
70,Female,41,9809,Convertible,5,0,Suburban,570,Standard,250,1.2,1.4,1.1,1.0,924.0000000000001
22,Female,62,16398,SUV,2,0,Rural,611,Basic,250,1.2,1.1,1.0,1.0,660.0
63,Female,62,10124,Sedan,3,1,Urban,624,Basic,500,1.2,1.6,1.0,1.0,960.0
50,Female,0,12130,SUV,1,0,Rural,514,Premium,1000,1.2,1.1,1.3,1.0,858.0
70,Male,5,8326,Truck,20,1,Urban,366,Standard,100,1.5,1.3,1.1,1.0,1072.5
66,Male,48,8961,Sedan,7,0,Suburban,696,Standard,100,1.5,1.6,1.1,1.0,1320.0
37,Male,16,25812,Convertible,8,1,Suburban,506,Premium,500,1.5,1.4,1.3,1.0,1365.0
40,Female,40,16488,Truck,11,0,Suburban,494,Basic,250,1.2,1.3,1.0,1.0,780.0
22,Female,49,25327,SUV,0,1,Suburban,509,Basic,100,1.2,1.1,1.0,1.0,660.0
39,Male,40,12462,Sedan,14,0,Rural,366,Basic,1000,1.5,1.6,1.0,1.0,1200.0
53,Male,55,22832,Sedan,0,0,Suburban,384,Premium,250,1.5,1.6,1.3,1.0,1560.0
30,Female,31,25868,Truck,19,0,Suburban,471,Basic,250,1.2,1.3,1.0,1.0,780.0
49,Female,35,16237,Truck,2,0,Suburban,627,Basic,1000,1.2,1.3,1.0,0.8,624.0
50,Male,12,14407,Truck,17,0,Rural,574,Standard,1000,1.5,1.3,1.1,0.8,858.0
45,Male,46,22331,Sedan,0,2,Suburban,444,Premium,100,1.5,1.6,1.3,1.0,1560.0
79,Male,21,5811,SUV,7,0,Urban,348,Standard,1000,1.5,1.1,1.1,1.0,907.5000000000002
31,Male,47,23858,SUV,9,2,Suburban,635,Standard,250,1.5,1.1,1.1,1.0,907.5000000000002
48,Male,34,16987,Sedan,12,0,Urban,800,Basic,250,1.5,1.6,1.0,1.0,1200.0
36,Female,46,22667,Truck,8,1,Suburban,633,Basic,500,1.2,1.3,1.0,1.0,780.0
29,Male,31,14576,SUV,0,0,Urban,839,Standard,500,1.5,1.1,1.1,1.0,907.5000000000002
50,Female,50,20696,SUV,11,1,Suburban,820,Standard,100,1.2,1.1,1.1,1.0,726.0000000000001
72,Female,4,13605,Truck,5,2,Rural,526,Standard,1000,1.2,1.3,1.1,0.8,686.4000000000001
68,Female,16,22995,Truck,12,0,Rural,401,Basic,100,1.2,1.3,1.0,1.0,780.0
29,Male,60,9459,Sedan,7,0,Urban,443,Basic,250,1.5,1.6,1.0,1.0,1200.0
36,Male,19,13137,SUV,11,0,Urban,747,Premium,1000,1.5,1.1,1.3,1.2,1287.0000000000002
67,Male,22,17846,Sedan,1,1,Rural,712,Premium,1000,1.5,1.6,1.3,1.2,1872.0
66,Male,46,5584,Truck,19,0,Urban,515,Premium,1000,1.5,1.3,1.3,0.8,1014.0
46,Male,17,27286,Convertible,11,1,Rural,540,Premium,500,1.5,1.4,1.3,1.0,1365.0
61,Male,16,15809,Truck,3,1,Suburban,528,Standard,250,1.5,1.3,1.1,1.0,1072.5
36,Male,39,9469,Convertible,7,0,Suburban,328,Standard,1000,1.5,1.4,1.1,1.0,1155.0
39,Male,7,26240,Convertible,17,0,Suburban,519,Premium,1000,1.5,1.4,1.3,1.0,1365.0
21,Female,4,5059,Convertible,3,0,Rural,591,Basic,100,1.2,1.4,1.0,1.0,840.0
47,Male,60,12036,Convertible,4,0,Rural,383,Premium,100,1.5,1.4,1.3,1.0,1365.0
51,Female,5,20719,Convertible,14,0,Urban,806,Basic,500,1.2,1.4,1.0,1.0,840.0
63,Female,47,28250,SUV,11,0,Suburban,411,Standard,500,1.2,1.1,1.1,1.0,726.0000000000001
74,Male,45,28088,Sedan,8,1,Rural,490,Premium,250,1.5,1.6,1.3,1.0,1560.0
60,Male,41,6925,Convertible,13,2,Urban,799,Basic,250,1.5,1.4,1.0,1.5,1575.0
47,Male,60,16105,Convertible,11,0,Rural,804,Basic,1000,1.5,1.4,1.0,1.0,1050.0
29,Female,19,25697,SUV,13,0,Urban,617,Premium,1000,1.2,1.1,1.3,1.0,858.0
37,Male,2,5356,Convertible,7,1,Rural,366,Standard,250,1.5,1.4,1.1,1.0,1155.0
